TCRD ID	TDL	IDG_Family	IDG_Family_Extended	Name	UniProt
6260	Tbio	TF	TF	FOXK1_HUMAN	P85037
6261	Tbio	TF	TF	FOXL1_HUMAN	Q12952
6262	Tbio			FOXD1_HUMAN	Q16676
6263	Tbio	TF	TF	FOXN1_HUMAN	O15353
6264	Tbio	TF	TF	FOXK2_HUMAN	Q01167
6265	Tbio	TF	TF	FOXI1_HUMAN	Q12951
6266	Tbio	TF	TF	FOXP1_HUMAN	Q9H334
6267	Tbio	TF	TF	FOXQ1_HUMAN	Q9C009
6268	Tbio	Enzyme		FPGT_HUMAN	O14772
6269	Tbio			FRAT1_HUMAN	Q92837
6270	Tdark			FREM3_HUMAN	P0C091
6271	Tdark			FRG1B_HUMAN	Q9BZ01
6272	Tdark			FRMD1_HUMAN	Q8N878
6273	Tdark			FRMD8_HUMAN	Q9BZ67
6274	Tdark			FRP2L_HUMAN	Q6IN97
6275	Tbio			FSBP_HUMAN	O95073
6276	Tbio			FSHB_HUMAN	P01225
6277	Tbio			FSTL1_HUMAN	Q12841
6278	Tdark			FSTL4_HUMAN	Q6MZW2
6279	Tbio	Enzyme		FTCD_HUMAN	O95954
6280	Tdark	Enzyme		FUCM_HUMAN	A2VDF0
6281	Tdark			FUND1_HUMAN	Q8IVP5
6282	Tdark	TF	TF	FX4L4_HUMAN	Q8WXT5
6283	Tdark			FXL14_HUMAN	Q8N1E6
6284	Tdark			FXL16_HUMAN	Q8N461
6285	Tdark			FXL19_HUMAN	Q6PCT2
6286	Tbio	Kinase	Kinase	FYV1_HUMAN	Q9Y2I7
6287	Tbio	GPCR	GPCR	FZD9_HUMAN	O00144
6288	Tbio	Enzyme		G3ST1_HUMAN	Q99999
6289	Tbio			FHR1_HUMAN	Q03591
6290	Tbio			FHR5_HUMAN	Q9BXR6
6291	Tclin	Enzyme		FKB1A_HUMAN	P62942
6292	Tbio			FLCN_HUMAN	Q8NFG4
6293	Tbio			FLII_HUMAN	Q13045
6294	Tbio			FLNB_HUMAN	O75369
6295	Tdark			FLRT1_HUMAN	Q9NZU1
6296	Tbio		major_facilitator_superfamily	FLVC2_HUMAN	Q9UPI3
6297	Tdark			FM25B_HUMAN	B3EWG4
6298	Tdark			FMAS1_HUMAN	P0C7T7
6299	Tbio	Enzyme		FMO2_HUMAN	Q99518
6300	Tbio	Kinase	Kinase	FN3K_HUMAN	Q9H479
6301	Tbio			FNDC5_HUMAN	Q8NAU1
6302	Tdark			FNDC9_HUMAN	Q8TBE3
6303	Tdark			FOXNB_HUMAN	Q6ZUU3
6304	Tbio	TF	TF	FOXN4_HUMAN	Q96NZ1
6305	Tbio	TF	TF	FOXP2_HUMAN	O15409
6306	Tdark	TF	TF	FOXR1_HUMAN	Q6PIV2
6307	Tclin	Enzyme		FPPS_HUMAN	P14324
6308	Tbio			FRIL_HUMAN	P02792
6309	Tdark			FRPD3_HUMAN	Q5JV73
6310	Tdark			FRY_HUMAN	Q5TBA9
6311	Tdark			FSCN3_HUMAN	Q9NQT6
6312	Tdark			FSTL5_HUMAN	Q8N475
6313	Tbio			FTMT_HUMAN	Q8N4E7
6314	Tbio			FTM_HUMAN	Q68CZ1
6315	Tbio	Enzyme		FTO_HUMAN	Q9C0B1
6316	Tbio	Transporter	SLC35_transporter	FUCT1_HUMAN	Q96A29
6317	Tbio	Enzyme	glycosyltransferase	FUT2_HUMAN	Q10981
6318	Tbio	Enzyme	glycosyltransferase	FUT7_HUMAN	Q11130
6319	Tdark			FWCH2_HUMAN	Q96CP2
6320	Tdark	TF	TF	FX4L5_HUMAN	Q5VV16
6321	Tbio			FXR1_HUMAN	P51114
6322	Tbio	Enzyme		FXRD1_HUMAN	Q96CU9
6323	Tbio	IC	IC	FXYD3_HUMAN	Q14802
6324	Tbio	GPCR	GPCR	FZD2_HUMAN	Q14332
6325	Tdark	Enzyme		G3ST2_HUMAN	Q9H3Q3
6326	Tbio			G45IP_HUMAN	Q8TAE8
6327	Tbio	Enzyme	phosphatase	G6PC3_HUMAN	Q9BUM1
6328	Tdark		GAGE_family	GAGE7_HUMAN	O76087
6329	Tdark			GAK24_HUMAN	P63145
6330	Tchem	Kinase	Kinase	GALK1_HUMAN	P51570
6331	Tbio		major_facilitator_superfamily	FLVC1_HUMAN	Q9Y5Y0
6332	Tbio	Epigenetic		FMR1_HUMAN	Q06787
6333	Tdark			FOLR3_HUMAN	P41439
6334	Tbio	TF	TF	FOSB_HUMAN	P53539
6335	Tbio	TF	TF	FOSL1_HUMAN	P15407
6336	Tbio	TF	TF	FOXH1_HUMAN	O75593
6337	Tbio	TF	TF	FOXM1_HUMAN	Q08050
6338	Tbio	TF	TF	FOXO3_HUMAN	O43524
6339	Tdark			FP100_HUMAN	Q0VG06
6340	Tdark			FR8P1_HUMAN	Q9BZ68
6341	Tbio			FREM1_HUMAN	Q5H8C1
6342	Tdark			FRMD5_HUMAN	Q7Z6J6
6343	Tbio			FSCN2_HUMAN	O14926
6344	Tdark			FSD1L_HUMAN	Q9BXM9
6345	Tbio	Kinase	Kinase	FUK_HUMAN	Q8N0W3
6346	Tdark			FUND2_HUMAN	Q9BWH2
6347	Tbio		RNA_BP	FUS_HUMAN	P35637
6348	Tdark	Enzyme	glycosyltransferase	FUT11_HUMAN	Q495W5
6349	Tbio	Enzyme	glycosyltransferase	FUT4_HUMAN	P22083
6350	Tdark			FWCH1_HUMAN	Q4VC44
6351	Tdark	TF	TF	FX4L1_HUMAN	Q9NU39
6352	Tbio	IC	IC	FXYD6_HUMAN	Q9H0Q3
6353	Tbio	GPCR	GPCR	FZD6_HUMAN	O60353
6354	Tbio			FZR_HUMAN	Q9UM11
6355	Tdark			G137C_HUMAN	Q8N3F9
6356	Tbio			G6PE_HUMAN	O95479
6357	Tclin	GPCR	GPCR	GABR2_HUMAN	O75899
6358	Tdark		GAGE_family	GAG2B_HUMAN	Q13066
6359	Tbio		GAGE_family	GAGE1_HUMAN	Q13065
6360	Tdark			GAK7_HUMAN	P63130
6361	Tchem	Kinase	Kinase	GAK_HUMAN	O14976
6362	Tchem	Enzyme	NAD(P)-dependent_epimerase/dehydratase_family	GALE_HUMAN	Q14376
6363	Tbio	Kinase	Kinase	GALK2_HUMAN	Q01415
6364	Tbio	Enzyme		GALT7_HUMAN	Q86SF2
6365	Tchem	Enzyme	glycosyl_hydrolase	GANAB_HUMAN	Q14697
6366	Tchem	Enzyme	glycosyl_hydrolase	GANC_HUMAN	Q8TET4
6367	Tbio			GAPR1_HUMAN	Q9H4G4
6368	Tbio	TF	TF	GATA2_HUMAN	P23769
6369	Tdark			FM25G_HUMAN	B3EWG6
6370	Tbio			FMN2_HUMAN	Q9NZ56
6371	Tdark	Enzyme		FMO6_HUMAN	O60774
6372	Tdark			FNDC8_HUMAN	Q8TC99
6373	Tdark			FNIP1_HUMAN	Q8TF40
6374	Tbio	Enzyme	peptidase	FOH1B_HUMAN	Q9HBA9
6375	Tbio	TF	TF	FOG2_HUMAN	Q8WW38
6376	Tdark	TF	TF	FOXB2_HUMAN	Q5VYV0
6377	Tdark			FR1L6_HUMAN	Q2WGJ9
6378	Tbio			FR1OP_HUMAN	O95684
6379	Tdark			FRG2_HUMAN	Q64ET8
6380	Tbio			FRMD7_HUMAN	Q6ZUT3
6381	Tbio			FRPD4_HUMAN	Q14CM0
6382	Tbio			FRS2_HUMAN	Q8WU20
6383	Tbio			FUBP2_HUMAN	Q92945
6384	Tchem	Enzyme	glycosyl_hydrolase	FUCO2_HUMAN	Q9BTY2
6385	Tchem	Enzyme	peptidase	FURIN_HUMAN	P09958
6386	Tchem	Enzyme	glycosyltransferase	FUT6_HUMAN	P51993
6387	Tdark	TF	TF	FX4L3_HUMAN	Q6VB84
6388	Tdark	Enzyme		FXDC2_HUMAN	Q96IV6
6389	Tdark			FXL13_HUMAN	Q8NEE6
6390	Tbio			FXL15_HUMAN	Q9H469
6391	Tdark			FXL18_HUMAN	Q96ME1
6392	Tdark			FXL21_HUMAN	Q9UKT6
6393	Tbio	IC	IC	FXYD5_HUMAN	Q96DB9
6394	Tbio	IC	IC	FXYD7_HUMAN	P58549
6395	Tdark	IC	IC	FXYD8_HUMAN	P58550
6396	Tbio			FYB_HUMAN	O15117
6397	Tdark			G137B_HUMAN	O60478
6398	Tchem	Enzyme	phosphatase	G6PC_HUMAN	P35575
6399	Tbio			GA2L3_HUMAN	Q86XJ1
6400	Tbio			GA45A_HUMAN	P24522
6401	Tdark		GAGE_family	GAG2E_HUMAN	Q4V326
6402	Tdark		GAGE_family	GAGE3_HUMAN	Q13067
6403	Tdark			GAK6_HUMAN	Q7LDI9
6404	Tchem	GPCR	GPCR	GALR2_HUMAN	O43603
6405	Tbio			GAS1_HUMAN	P54826
6406	Tdark			GASP2_HUMAN	Q96D09
6407	Tbio	TF	TF	GATA1_HUMAN	P15976
6408	Tbio	Enzyme		GATC_HUMAN	O43716
6409	Tchem	Enzyme		GBA2_HUMAN	Q9HCG7
6410	Tbio	Enzyme	glycosyl_hydrolase	GBA3_HUMAN	Q9H227
6411	Tbio		G_protein_gamma	GBG12_HUMAN	Q9UBI6
6412	Tdark		G_protein_gamma	GBG3_HUMAN	P63215
6413	Tbio		G_protein_gamma	GBG5_HUMAN	P63218
6414	Tdark		G_protein_gamma	GBGT2_HUMAN	O14610
6415	Tbio			GBP4_HUMAN	Q96PP9
6416	Tchem			FOLR1_HUMAN	P15328
6417	Tbio	TF	TF	FOXA3_HUMAN	P55318
6418	Tdark			FOXI3_HUMAN	A8MTJ6
6419	Tbio	TF	TF	FOXJ3_HUMAN	Q9UPW0
6420	Tbio	TF	TF	FOXJ2_HUMAN	Q9P0K8
6421	Tbio	TF	TF	FOXO6_HUMAN	A8MYZ6
6422	Tdark	TF	TF	FOXR2_HUMAN	Q6PJQ5
6423	Tbio	TF	TF	FOXP4_HUMAN	Q8IVH2
6424	Tdark			FR1L4_HUMAN	A9Z1Z3
6425	Tdark			FR1L5_HUMAN	A0AVI2
6426	Tbio			FRG2B_HUMAN	Q96QU4
6427	Tbio			FRIH_HUMAN	P02794
6428	Tbio			FRM4A_HUMAN	Q9P2Q2
6429	Tdark	Enzyme		FRRS1_HUMAN	Q6ZNA5
6430	Tbio			FRS3_HUMAN	O43559
6431	Tdark			FRYL_HUMAN	O94915
6432	Tdark	Enzyme		FS2P1_HUMAN	A8MWK0
6433	Tdark	Enzyme	glycosyltransferase	FUT10_HUMAN	Q6P4F1
6434	Tbio	Enzyme	glycosyltransferase	FUT1_HUMAN	P19526
6435	Tbio	Enzyme	glycosyltransferase	FUT5_HUMAN	Q11128
6436	Tbio	Enzyme	glycosyltransferase	FUT9_HUMAN	Q9Y231
6437	Tdark			FXL12_HUMAN	Q9NXK8
6438	Tdark			FXL22_HUMAN	Q6P050
6439	Tdark	GPCR	GPCR	G137A_HUMAN	Q96N19
6440	Tbio	Enzyme	GTPase	G3BP1_HUMAN	Q13283
6441	Tdark			GA113_HUMAN	P62684
6442	Tdark			GAJU_HUMAN	P01358
6443	Tdark			GAK19_HUMAN	Q9YNA8
6444	Tbio	Enzyme	glycosyl_hydrolase	GALC_HUMAN	P54803
6445	Tbio	Enzyme		GALT6_HUMAN	Q8NCL4
6446	Tbio	Enzyme		GALT8_HUMAN	Q9NY28
6447	Tbio	Enzyme		GAMT_HUMAN	Q14353
6448	Tbio			GANP_HUMAN	O60318
6449	Tbio	TF	TF	GATA3_HUMAN	P23771
6450	Tbio	Enzyme		GATA_HUMAN	Q9H0R6
6451	Tdark			GATS_HUMAN	Q8NAP1
6452	Tbio			GBF1_HUMAN	Q92538
6453	Tbio		G_protein_gamma	GBG13_HUMAN	Q9P2W3
6454	Tbio		G_protein_gamma	GBG2_HUMAN	P59768
6455	Tdark		G_protein_gamma	GBG4_HUMAN	P50150
6456	Tdark			GBP7_HUMAN	Q8N8V2
6457	Tclin	IC	IC	GBRA4_HUMAN	P48169
6458	Tclin	IC	IC	GBRB3_HUMAN	P28472
6459	Tbio			GBRL2_HUMAN	P60520
6460	Tbio	TF	TF	GBX1_HUMAN	Q14549
6461	Tdark			GCC1_HUMAN	Q96CN9
6462	Tbio	Enzyme	acyl-CoA dehydrogenase	GCDH_HUMAN	Q92947
6463	Tbio	TF	TF	GCM2_HUMAN	O75603
6464	Tbio	Enzyme	glycosyltransferase	GCNT1_HUMAN	Q02742
6465	Tbio	Enzyme	glycosyltransferase	GCNT7_HUMAN	Q6ZNI0
6466	Tbio		TUBGCP_family	GCP6_HUMAN	Q96RT7
6467	Tbio	GPCR	GPCR	FPR3_HUMAN	P25089
6468	Tbio			FRDA_HUMAN	Q16595
6469	Tbio			FREM2_HUMAN	Q5SZK8
6470	Tdark			FRG2C_HUMAN	A6NGY1
6471	Tdark			FRM4B_HUMAN	Q9Y2L6
6472	Tbio			FRMD3_HUMAN	A2A2Y4
6473	Tbio			FRMD6_HUMAN	Q96NE9
6474	Tbio			FRS1L_HUMAN	Q9P0K9
6475	Tbio			FSIP1_HUMAN	Q8NA03
6476	Tbio			FUBP1_HUMAN	Q96AE4
6477	Tchem	Enzyme	glycosyl_hydrolase	FUCO_HUMAN	P04066
6478	Tbio			FUZZY_HUMAN	Q9BT04
6479	Tdark			FXL20_HUMAN	Q96IG2
6480	Tbio	Epigenetic		FXR2_HUMAN	P51116
6481	Tdark	Enzyme		FXRD2_HUMAN	Q8IWF2
6482	Tdark	IC	IC	FXYD4_HUMAN	P59646
6483	Tbio	GPCR	GPCR	FZD1_HUMAN	Q9UP38
6484	Tbio	GPCR	GPCR	FZD4_HUMAN	Q9ULV1
6485	Tbio	GPCR	GPCR	FZD7_HUMAN	O75084
6486	Tbio	Enzyme		G3PT_HUMAN	O14556
6487	Tdark	Enzyme		G3ST4_HUMAN	Q96RP7
6488	Tbio			GA2L1_HUMAN	Q99501
6489	Tbio			GAB1_HUMAN	Q13480
6490	Tbio			GA45B_HUMAN	O75293
6491	Tdark		GAGE_family	GAG10_HUMAN	A6NGK3
6492	Tdark			GAK9_HUMAN	P63126
6493	Tbio			GALP_HUMAN	Q9UBC7
6494	Tbio	Enzyme		GALT1_HUMAN	Q10472
6495	Tbio	Enzyme		GALT3_HUMAN	Q14435
6496	Tdark	Enzyme		GALT4_HUMAN	Q8N4A0
6497	Tbio	Enzyme		GALT5_HUMAN	Q7Z7M9
6498	Tdark	Enzyme		GALT9_HUMAN	Q9HCQ5
6499	Tbio			GAN_HUMAN	Q9H2C0
6500	Tdark			GAREL_HUMAN	Q75VX8
6501	Tdark	Enzyme	GTPase	GARL3_HUMAN	Q5VVW2
6502	Tbio			GAS2_HUMAN	O43903
6503	Tbio			GAS8_HUMAN	O95995
6504	Tbio			GAS6_HUMAN	Q14393
6505	Tbio	TF	TF	GATA6_HUMAN	Q92908
6506	Tbio			GBB4_HUMAN	Q9HAV0
6507	Tdark			GBP3_HUMAN	Q9H0R5
6508	Tbio			GCSAM_HUMAN	Q8N6F7
6509	Tdark			GD1L1_HUMAN	Q96MZ0
6510	Tdark			GDAP2_HUMAN	Q9NXN4
6511	Tdark	Epigenetic		G2E3_HUMAN	Q7L622
6512	Tbio	Enzyme	GTPase	G3BP2_HUMAN	Q9UN86
6513	Tdark			G6B_HUMAN	O95866
6514	Tbio	Enzyme		G6PI_HUMAN	P06744
6515	Tchem	Transporter	SLC37A_transporter	G6PT1_HUMAN	O43826
6516	Tdark			GAB4_HUMAN	Q2WGN9
6517	Tbio			GABP1_HUMAN	Q06547
6518	Tclin	GPCR	GPCR	GABR1_HUMAN	Q9UBS5
6519	Tclin	Enzyme		GABT_HUMAN	P80404
6520	Tdark		GAGE_family	GAG2A_HUMAN	Q6NT46
6521	Tdark		GAGE_family	GAGE6_HUMAN	Q13070
6522	Tdark			GAK10_HUMAN	P87889
6523	Tdark			GAK5_HUMAN	Q9HDB9
6524	Tbio			GALA_HUMAN	P22466
6525	Tbio	Enzyme	sulfatase	GALNS_HUMAN	P34059
6526	Tbio	Enzyme	GTPase	GAPD1_HUMAN	Q14C86
6527	Tbio			GAR1_HUMAN	Q9NY12
6528	Tbio	TF	TF	GATA5_HUMAN	Q9BWX5
6529	Tbio			GBB1_HUMAN	P62873
6530	Tbio			GBB2_HUMAN	P62879
6531	Tbio			GBB3_HUMAN	P16520
6532	Tbio			GBB5_HUMAN	O14775
6533	Tbio		G_protein_gamma	GBG1_HUMAN	P63211
6534	Tclin	IC	IC	GBRA1_HUMAN	P14867
6535	Tclin	IC	IC	GBRA3_HUMAN	P34903
6536	Tclin	IC	IC	GBRA6_HUMAN	Q16445
6537	Tbio			GBRAP_HUMAN	O95166
6538	Tclin	IC	IC	GBRE_HUMAN	P78334
6539	Tclin	IC	IC	GBRG3_HUMAN	Q99928
6540	Tbio			GBRL1_HUMAN	Q9H0R8
6541	Tbio	IC	IC	GBRR2_HUMAN	P28476
6542	Tclin	IC	IC	GBRT_HUMAN	Q9UN88
6543	Tdark			GC224_HUMAN	Q8WZA8
6544	Tdark	Transporter	SLC25A_transporter	GDC_HUMAN	P16260
6545	Tbio		TGF-beta_family	GDF10_HUMAN	P55107
6546	Tbio		TGF-beta_family	GDF1_HUMAN	P27539
6547	Tbio		TGF-beta_family	GDF2_HUMAN	Q9UK05
6548	Tbio		TGF-beta_family	GDF5_HUMAN	P43026
6549	Tbio			GDIA_HUMAN	P31150
6550	Tbio			GDIR2_HUMAN	P52566
6551	Tbio		serpin_family	GDN_HUMAN	P07093
6552	Tbio	Enzyme		GDPD5_HUMAN	Q8WTR4
6553	Tbio			GEMI2_HUMAN	O14893
6554	Tdark			GEMC1_HUMAN	A6NCL1
6555	Tbio			GEMI7_HUMAN	Q9H840
6556	Tbio			GFRA1_HUMAN	P56159
6557	Tbio			GFRAL_HUMAN	Q6UXV0
6558	Tbio	Enzyme		GFRP_HUMAN	P30047
6559	Tdark		GAGE_family	GG12I_HUMAN	P0CL82
6560	Tdark			GG6L2_HUMAN	Q8N9W4
6561	Tbio			GGA3_HUMAN	Q9NZ52
6562	Tbio			GGNB2_HUMAN	Q9H3C7
6563	Tbio	Enzyme	gamma-glutamyltransferase	GGT5_HUMAN	P36269
6564	Tbio	Enzyme	gamma-glutamyltransferase	GGT7_HUMAN	Q9UJ14
6565	Tdark	Enzyme	gamma-glutamyltransferase	GGTL3_HUMAN	B5MD39
6566	Tdark	Transporter	SLC25A_transporter	GHC1_HUMAN	Q9H936
6567	Tbio			GHDC_HUMAN	Q8N2G8
6568	Tbio			FUBP3_HUMAN	Q96I24
6569	Tbio			FXL17_HUMAN	Q9UF56
6570	Tbio			FYCO1_HUMAN	Q9BQS8
6571	Tclin	Kinase	Kinase	FYN_HUMAN	P06241
6572	Tbio	GPCR	GPCR	FZD10_HUMAN	Q9ULW2
6573	Tbio	GPCR	GPCR	FZD3_HUMAN	Q9NPG1
6574	Tbio	GPCR	GPCR	FZD5_HUMAN	Q13467
6575	Tbio	GPCR	GPCR	FZD8_HUMAN	Q9H461
6576	Tbio			G0S2_HUMAN	P27469
6577	Tdark	GPCR	GPCR	G32P1_HUMAN	Q8NGA4
6578	Tchem	Enzyme		G3P_HUMAN	P04406
6579	Tdark	Enzyme		G3ST3_HUMAN	Q96A11
6580	Tbio	Enzyme	phosphatase	G6PC2_HUMAN	Q9NQR9
6581	Tchem	Enzyme		G6PD_HUMAN	P11413
6582	Tbio			GAB3_HUMAN	Q8WWW8
6583	Tbio			GA45G_HUMAN	O95257
6584	Tbio	TF	TF	GABPA_HUMAN	Q06546
6585	Tbio	Enzyme	group_2_decarboxylase	GADL1_HUMAN	Q6ZQY3
6586	Tdark		GAGE_family	GAGE4_HUMAN	Q13068
6587	Tbio	Enzyme		GALM_HUMAN	Q96C23
6588	Tchem	GPCR	GPCR	GALR3_HUMAN	O60755
6589	Tbio			GAREM_HUMAN	Q9H706
6590	Tbio	TF	TF	GATA4_HUMAN	P43694
6591	Tdark		G_protein_gamma	GBG11_HUMAN	P61952
6592	Tdark		G_protein_gamma	GBG7_HUMAN	O60262
6593	Tdark	Enzyme	glycosyltransferase	GBGT1_HUMAN	Q8N5D6
6594	Tbio			GBP1_HUMAN	P32455
6595	Tbio			GBP5_HUMAN	Q96PP8
6596	Tdark			GBRL3_HUMAN	Q9BY60
6597	Tdark	IC	IC	GBRR3_HUMAN	A8MPY1
6598	Tbio	Enzyme		GCH1_HUMAN	P30793
6599	Tbio	TF	TF	GCM1_HUMAN	Q9NP62
6600	Tbio			GCSH_HUMAN	P23434
6601	Tclin	Enzyme		GCYA3_HUMAN	Q02108
6602	Tbio		TGF-beta_family	GDF11_HUMAN	O95390
6603	Tbio		TGF-beta_family	GDF15_HUMAN	Q99988
6604	Tbio		TGF-beta_family	GDF3_HUMAN	Q9NR23
6605	Tbio		TGF-beta_family	GDF9_HUMAN	O60383
6606	Tbio			GDIB_HUMAN	P50395
6607	Tbio			GEMI5_HUMAN	Q8TEQ6
6608	Tbio			GEPH_HUMAN	Q9NQX3
6609	Tbio		intermediate_filament_family.	GFAP_HUMAN	P14136
6610	Tdark	Enzyme		GFOD2_HUMAN	Q3B7J2
6611	Tdark			GG6L1_HUMAN	Q8N7Z2
6612	Tchem	Enzyme		GGH_HUMAN	Q92820
6613	Tbio	Enzyme		GILT_HUMAN	P13284
6614	Tdark			GINM1_HUMAN	Q9NU53
6615	Tbio			GKN1_HUMAN	Q9NS71
6616	Tdark			G8_HUMAN	Q9UBA6
6617	Tbio			GA2L2_HUMAN	Q8NHY3
6618	Tdark			GAAS1_HUMAN	O95177
6619	Tbio			GAB2_HUMAN	Q9UQC2
6620	Tbio			GABP2_HUMAN	Q8TAK5
6621	Tdark			GAFA1_HUMAN	Q96PS6
6622	Tdark		GAGE_family	GAG13_HUMAN	Q4V321
6623	Tdark		GAGE_family	GAGE5_HUMAN	Q13069
6624	Tdark			GAK21_HUMAN	P62683
6625	Tdark			GAK8_HUMAN	P62685
6626	Tchem	GPCR	GPCR	GALR1_HUMAN	P47211
6627	Tbio	Enzyme		GALT2_HUMAN	Q10471
6628	Tbio	Enzyme		GALT_HUMAN	P07902
6629	Tbio			GAPT_HUMAN	Q8N292
6630	Tbio			GAS7_HUMAN	O60861
6631	Tbio			GASP1_HUMAN	Q5JY77
6632	Tbio	Enzyme		GATB_HUMAN	O75879
6633	Tdark			GATL2_HUMAN	A6NHX0
6634	Tclin	IC	IC	GBRA2_HUMAN	P47869
6635	Tclin	IC	IC	GBRB1_HUMAN	P18505
6636	Tclin	IC	IC	GBRD_HUMAN	O14764
6637	Tclin	IC	IC	GBRG1_HUMAN	Q8N1C3
6638	Tclin	IC	IC	GBRP_HUMAN	O00591
6639	Tbio		TUBGCP_family	GCP5_HUMAN	Q96RT8
6640	Tbio	TF	TF	GFI1_HUMAN	Q99684
6641	Tbio			GFRA2_HUMAN	O00451
6642	Tdark		GAGE_family	GG12F_HUMAN	P0CL80
6643	Tdark			GG6LA_HUMAN	A6NI86
6644	Tdark			GGA2B_HUMAN	Q9HBQ8
6645	Tdark		GAGE_family	GGE2D_HUMAN	Q9UEU5
6646	Tdark			GGNB1_HUMAN	Q5YKI7
6647	Tchem	Enzyme		GGPPS_HUMAN	O95749
6648	Tbio	Enzyme	gamma-glutamyltransferase	GGT2_HUMAN	P36268
6649	Tdark	Enzyme	gamma-glutamyltransferase	GGT6_HUMAN	Q6P531
6650	Tdark	Enzyme	gamma-glutamyltransferase	GGTL1_HUMAN	Q9BX51
6651	Tclin	GPCR	GPCR	GHSR_HUMAN	Q92847
6652	Tbio	Enzyme	GTPase	GIMA4_HUMAN	Q9NUV9
6653	Tdark	Enzyme	GTPase	GIMA6_HUMAN	Q6P9H5
6654	Tdark	Enzyme	GTPase	GIMD1_HUMAN	P0DJR0
6655	Tbio			GIPC3_HUMAN	Q8TF64
6656	Tdark	Enzyme	glycosyltransferase	GL6D1_HUMAN	Q7Z4J2
6657	Tbio	Enzyme		GLD2_HUMAN	Q6PIY7
6658	Tbio			GLE1_HUMAN	Q53GS7
6659	Tbio	TF	TF	GLI4_HUMAN	P10075
6660	Tbio	TF	TF	GLIS1_HUMAN	Q8NBF1
6661	Tbio	TF	TF	GLIS2_HUMAN	Q9BZE0
6662	Tbio	TF	TF	GATD1_HUMAN	Q8WUU5
6663	Tdark			GATL3_HUMAN	Q8WTX7
6664	Tclin	IC	IC	GBRA5_HUMAN	P31644
6665	Tclin	IC	IC	GBRB2_HUMAN	P47870
6666	Tclin	IC	IC	GBRG2_HUMAN	P18507
6667	Tbio	TF	TF	GBX2_HUMAN	P52951
6668	Tdark			GCN1L_HUMAN	Q92616
6669	Tdark	Enzyme	glycosyltransferase	GCNT6_HUMAN	Q5T4J0
6670	Tdark			GCOM2_HUMAN	Q9BZD3
6671	Tbio		TUBGCP_family	GCP4_HUMAN	Q9UGJ1
6672	Tbio			GCP60_HUMAN	Q9H3P7
6673	Tclin	NR	NR	GCR_HUMAN	P04150
6674	Tbio	Enzyme		GCSP_HUMAN	P23378
6675	Tbio	Enzyme		GCST_HUMAN	P48728
6676	Tclin	Enzyme		GCYB2_HUMAN	O75343
6677	Tbio			GDAP1_HUMAN	Q8TB36
6678	Tbio			GDE_HUMAN	P35573
6679	Tdark			GDF5O_HUMAN	Q5U4N7
6680	Tbio		TGF-beta_family	GDF6_HUMAN	Q6KF10
6681	Tbio	Enzyme		GDPD2_HUMAN	Q9HCC8
6682	Tbio	Enzyme	GTPase	GDS1_HUMAN	P52306
6683	Tdark	Enzyme		GFOD1_HUMAN	Q9NXC2
6684	Tdark			GG6L4_HUMAN	A6NEF3
6685	Tbio	Enzyme	gamma-glutamyltransferase	GGACT_HUMAN	Q9BVM4
6686	Tdark		GAGE_family	GGEE3_HUMAN	Q5JRK9
6687	Tdark	Enzyme	gamma-glutamyltransferase	GGT3_HUMAN	A6NGU5
6688	Tclin	GPCR	GPCR	GHRHR_HUMAN	Q02643
6689	Tchem			GHRL_HUMAN	Q9UBU3
6690	Tbio			GI24_HUMAN	Q9H7M9
6691	Tbio			GID4_HUMAN	Q8IVV7
6692	Tdark			GID8_HUMAN	Q9NWU2
6693	Tbio	Enzyme	GTPase	GIMA2_HUMAN	Q9UG22
6694	Tbio	Enzyme	GTPase	GIMA5_HUMAN	Q96F15
6695	Tdark	Enzyme		GIN1_HUMAN	Q9NXP7
6696	Tbio	Enzyme	GTPase	GIT1_HUMAN	Q9Y2X7
6697	Tdark	Enzyme	glycosyl_hydrolase	GLBL3_HUMAN	Q8NCI6
6698	Tdark			GLEM_HUMAN	P02728
6699	Tdark	Kinase	Kinase	GLPK5_HUMAN	Q6ZS86
6700	Tclin	GPCR	GPCR	GASR_HUMAN	P32239
6701	Tbio			GAST_HUMAN	P01350
6702	Tbio	Enzyme		GATM_HUMAN	P50440
6703	Tdark		G_protein_gamma	GBG10_HUMAN	P50151
6704	Tdark		G_protein_gamma	GBG8_HUMAN	Q9UK08
6705	Tbio			GBLP_HUMAN	P63244
6706	Tbio			GBP2_HUMAN	P32456
6707	Tdark			GBP6_HUMAN	Q6ZN66
6708	Tchem	IC	IC	GBRR1_HUMAN	P24046
6709	Tbio			GCC2_HUMAN	Q8IWJ2
6710	Tbio			GCFC2_HUMAN	P16383
6711	Tdark	Enzyme	glycosyltransferase	GCNT4_HUMAN	Q9P109
6712	Tbio		TUBGCP_family	GCP2_HUMAN	Q9BSJ2
6713	Tbio	Enzyme		GDPD1_HUMAN	Q8N9F7
6714	Tdark	Enzyme		GDPD4_HUMAN	Q6W3E5
6715	Tbio		TGF-beta_family	GDNF_HUMAN	P39905
6716	Tbio			GELS_HUMAN	P06396
6717	Tdark			GEMI8_HUMAN	Q9NWZ8
6718	Tbio	Enzyme	small GTPase	GEM_HUMAN	P55040
6719	Tbio	Enzyme		GFPT2_HUMAN	O94808
