#virProtID	proteinName
3345	polymerase (gene: P)
3346	polymerase (gene: P)
3347	X protein (gene: X)
3348	polymerase (gene: P)
3349	envelope glycoprotein
3350	capsid protein
3351	envelope protein
3352	nonstructural protein 1
3353	nonstructural protein 4
3354	nonstructural protein 3
3355	envelope protein
3356	envelope glycoprotein
3357	nonstructural protein 2
3358	pol protein (gene: pol)
3359	vpu protein (gene: vpu)
3360	gag protein (gene: gag)
3361	nef protein (gene: nef)
3362	vpr protein (gene: vpr)
3363	vif protein (gene: vif)
3364	envelope glycoprotein (gene: env)
3365	rev protein (gene: rev)
3366	tat protein (gene: tat)
3367	vpx protein
3368	tat protein
3369	full_polyprotein 1..860
3370	vif protein
3371	rev protein
3372	nef protein
3373	vpr protein
3374	full_polyprotein 1..521 (gene: gag-pol)
3375	full_polyprotein 1..1550 (gene: gag-pol)
3376	matrix protein (gene: M1)
3377	nucleoprotein (gene: NP)
3378	nonstructural protein 1 (gene: NS1)
3379	polymerase 1 (gene: PB1)
3380	polymerase 3 (gene: P3)
3381	polymerase 2 (gene: PB2)
3382	hemagglutinin-esterase precursor (gene: HE)
3383	CM2 protein (gene: CM2)
3384	nonstructural protein 2 (gene: NS2)
3385	nucleoprotein (gene: N)
3386	matrix protein (gene: M)
3387	matrix protein M2-1 (gene: M2)
3388	matrix protein M2-2 (gene: M2)
3389	fusion glycoprotein precursor (gene: F)
3390	attachment glycoprotein G (gene: G)
3391	phosphoprotein (gene: P)
3392	RNA dependent RNA polymerase (gene: L)
3393	small hydrophobic protein (gene: SH)
3394	V protein (gene: V)
3395	small hydrophobic protein (gene: SH)
3396	membrane protein (gene: M)
3397	I protein (gene: I)
3398	phosphoprotein (gene: P)
3399	fusion protein (gene: F)
3400	nucleocapsid protein (gene: NC)
3401	hemagglutinin-neuraminidase (gene: HN)
3402	large protein (gene: L)
3403	I protein (gene: I)
3404	phosphoprotein (gene: P)
3405	fusion protein (gene: F)
3406	small hydrophobic protein (gene: SH)
3407	V protein (gene: V)
3408	large protein (gene: L)
3409	matrix protein (gene: M)
3410	hemagglutinin/neuraminidase (gene: HN)
3411	nucleocapsid protein (gene: NP)
3412	V protein
3413	nucleocapsid protein (gene: N)
3414	P phosphoprotein
3415	W protein
3416	attachment glycoprotein (gene: G)
3417	matrix protein (gene: M)
3418	fusion protein (gene: F)
3419	polymerase (gene: L)
3420	C protein
3421	E5A (gene: E5A)
3422	L1 (gene: L1)
3423	E4 (gene: E4)
3424	E1 (gene: E1)
3425	E2 (gene: E2)
3426	E5B (gene: E5B)
3427	E6 (gene: E6)
3428	E7 (gene: E7)
3429	L2 (gene: L2)
3430	minor capsid protein L2 (gene: L2)
3431	major capsid L1 protein (gene: L1)
3432	E7 protein (gene: E7)
3433	E5b protein (gene: E5b)
3434	E5a protein (gene: E5a)
3435	E1 (gene: E1)
3436	E6 protein (gene: E6)
3437	E4 protein (gene: E4)
3438	regulatory protein E2 (gene: E2)
3439	12.7 kDa protein
3440	small envelope protein (gene: E)
3441	spike protein (gene: S)
3442	4.9 kDa protein
3443	hemagglutinin-esterase (gene: HE)
3444	4.8 kDa protein
3445	nucleocapsid protein (gene: N)
3446	full_polyprotein 1..7094
3447	32 kDa protein
3448	multispanning envelope protein (gene: M)
3449	ORF1b protein (gene: orf1ab)
3450	NS3A protein (gene: ns3a)
3451	S protein (gene: S)
3452	NS3B protein (gene: ns3b)
3453	NS3C protein (gene: ns3c)
3454	E protein (gene: E)
3455	N protein (gene: N)
3456	ORF1a protein (gene: orf1ab)
3457	NS3D protein (gene: ns3d)
3458	M protein (gene: M)
3459	putative short E2 protein
3460	putative core protein
3461	putative NS4B protein
3462	putative NS3 protein
3463	putative NS2 protein
3464	putative NS5B protein
3465	putative NS4A protein
3466	putative E1 protein
3467	putative NS5A protein
3468	putative p7 protein
3469	E2 protein
3470	core protein
3471	p7 protein
3472	NS3 protease/helicase
3473	NS5A protein
3474	NS4B protein
3475	NS4A protein
3476	NS2 protein
3477	E1 protein
3478	NS5B RNA-dependent RNA polymerase
3479	core protein
3480	NS4B protein
3481	NS2 protein
3482	NS3 protease/helicase
3483	NS5A protein
3484	E1 protein
3485	E2 protein
3486	NS4A protein
3487	NS5B RNA-dependent RNA polymerase
3488	p7 protein
3489	polymerase PA (gene: pa)
3490	polymerase Pb1 (gene: pb1)
3491	polymerase Pb2 (gene: pb2)
3492	nucleoprotein (gene: np)
3493	nuclear export protein (gene: NEP)
3494	neuraminidase (gene: na)
3495	nonstructural protein 1 (gene: NS1)
3496	Hemagglutinin (gene: ha)
3497	matrix protein 1 (gene: M1)
3498	matrix protein 2 (gene: M2)
3499	neuraminidase (gene: NA)
3500	polymerase PB1 (gene: PB1)
3501	polymerase PA (gene: PA)
3502	polymerase PB2 (gene: PB2)
3503	nucleoprotein (gene: NP)
3504	NB protein (gene: NB)
3505	matrix protein 1 (gene: M1)
3506	nuclear export protein (gene: NEP)
3507	nonstructural protein 1 (gene: NS1)
3508	BM2 protein (gene: BM2)
3509	M1 protein
3510	NB protein
3511	BM2 protein
3512	PB2 protein
3513	NA protein
3514	NS protein
3515	PA protein
3516	PB1 protein
3517	HA protein
3518	NP protein
3519	NS3
3520	NS4A
3521	C
3522	NS5
3523	NS2B
3524	E
3525	NS2A
3526	NS4B
3527	NS1
3528	prM
3529	putative Y protein (gene: Y)
3530	E2 protein (gene: E2)
3531	putative X protein (gene: X)
3532	E4 protein (gene: E4)
3533	L2 protein (gene: L2)
3534	L1 protein (gene: L1)
3535	E7 protein (gene: E7)
3536	E6 protein (gene: E6)
3537	E1 protein (gene: E1)
3538	protein L1a (gene: L1)
3539	X protein (gene: X)
3540	L1 protein (gene: L1)
3541	E4 protein (gene: E4)
3542	E6 protein (gene: E6)
3543	E1 protein (gene: E1)
3544	Y protein (gene: Y)
3545	E2 protein (gene: E2)
3546	L1a protein (gene: L1)
3547	E7 protein (gene: E7)
3548	L2 protein (gene: L2)
3549	F glycoprotein (gene: F)
3550	Y1 protein (gene: Y1)
3551	C protein (gene: C)
3552	C protein (gene: C)
3553	nucleoprotein (gene: N)
3554	L polymerase protein (gene: L)
3555	matrix protein (gene: M)
3556	putative Y2 protein (gene: Y2)
3557	phosphoprotein (gene: P)
3558	HN glycoprotein (gene: HN)
3559	matrix protein (gene: M)
3560	L polymerase protein (gene: L)
3561	putative Y2 protein (gene: Y2)
3562	Y1 protein (gene: Y1)
3563	C protein (gene: C)
3564	phosphoprotein (gene: P)
3565	F glycoprotein (gene: F)
3566	C protein (gene: C)
3567	nucleoprotein (gene: N)
3568	HN glycoprotein (gene: HN)
3569	VP0 protein (gene: polyprotein)
3570	2C protein (gene: polyprotein)
3571	3A protein (gene: polyprotein)
3572	proteinase 3C (picornain 3C) (gene: polyprotein)
3573	2b protein (gene: polyprotein)
3574	VP3 protein (gene: polyprotein)
3575	2A protein (gene: polyprotein)
3576	RNA-dependent RNA polymerase 3D (gene: polyprotein)
3577	VP1 protein (gene: polyprotein)
3578	VPg protein 3B (gene: polyprotein)
3579	VP3
3580	VP1
3581	3B
3582	2A
3583	2B
3584	VP0
3585	3D
3586	3C
3587	2C
3588	3A
3589	3C
3590	capsid protein VP1
3591	2C
3592	2B
3593	3A
3594	capsid protein VP3
3595	3B
3596	2A
3597	3D
3598	capsid protein VP0
3599	2C
3600	VP0
3601	2B
3602	3C
3603	3B
3604	VP1
3605	3D
3606	2A
3607	3A
3608	VP3
3609	putative E1 peptide
3610	putative X peptide
3611	putative E2 peptide
3612	putative S peptide
3613	putative NS3 peptide
3614	putative NS2 peptide
3615	putative NS4B peptide
3616	putative NS5A peptide
3617	putative NS5B peptide
3618	putative NS4A peptide
3619	Attachment glycoprotein (G) (gene: G)
3620	Matrix protein (M) (gene: M)
3621	Nucleoprotein (N) (gene: N)
3622	Fusion protein (F) (gene: F)
3623	Polymerase (L) (gene: L)
3624	non-structural protein 2 (1B) (gene: NS2)
3625	non-structural protein 1 (1C) (gene: NS1)
3626	matrix (M2/22K) (gene: M2)
3627	Phosphoprotein (P) (gene: P)
3628	Small hydrophobic protein (SH) (gene: SH)
3629	non-structural protein 2 (gene: NS2)
3630	matrix protein (gene: M)
3631	attachment protein (gene: G)
3632	phosphoprotein (gene: P)
3633	fusion protein (gene: F)
3634	nucleoprotein (gene: N)
3635	matrix protein 2-1 (gene: M2)
3636	non-structural protein 1 (gene: NS1)
3637	L polymerase (gene: L)
3638	small hydrophobic protein (gene: SH)
3639	p21 TM (gene: env)
3640	Pr gag-pro (gene: gag-pro)
3641	p19 MA (gene: gag)
3642	Pr55 (gene: gag)
3643	gp46 SU (gene: env)
3644	Pr gag-pro-pol (gene: gag-pro-pol)
3645	p24 CA (gene: gag)
3646	p27 (gene: rex)
3647	p15NC-p14PR-p95RT/IN (gene: gag-pro-pol)
3648	p40 (gene: tax)
3649	NSP3
3650	VP4
3651	NSP4
3652	VP2
3653	NSP1
3654	VP3
3655	VP1
3656	VP7
3657	VP6
3658	NSP5
3659	NSP2
3660	2B
3661	excised_polyprotein 1..170
3662	VP0
3663	VP3
3664	2C
3665	2A
3666	3D
3667	3B
3668	3C
3669	3A
3670	VP1
3671	E2 protein
3672	nsP1
3673	full_polyprotein 1..2411
3674	excised_polyprotein 1..742
3675	nsP2
3676	transframe fusion protein
3677	C protein
3678	E1 protein
3679	6K protein
3680	nsP3
3681	E3 protein
3682	C protein (gene: P/V/C)
3683	large protein (gene: L)
3684	phosphoprotein (gene: P/V/C)
3685	nucleocapsid protein (gene: N)
3686	matrix protein (gene: M)
3687	attachment glycoprotein (gene: G)
3688	transmembrane protein (gene: TM)
3689	W protein (gene: P/V/C)
3690	small hydrophobic protein (gene: SH)
3691	V protein (gene: P/V/C)
3692	fusion protein (gene: F)
3693	ORF1a
3694	ORF5
3695	ORF8b
3696	E protein
3697	M protein
3698	S protein
3699	ORF3
3700	ORF1ab
3701	ORF4b
3702	ORF4a
3703	N protein
3704	ORF4b protein (gene: ORF4b)
3705	N protein (gene: N)
3706	ORF3 protein (gene: ORF3)
3707	M protein (gene: M)
3708	ORF5 protein (gene: ORF5)
3709	ORF1a protein (gene: ORF1ab)
3710	ORF4a protein (gene: ORF4a)
3711	E protein (gene: E)
3712	S protein (gene: S)
3713	ORF8b protein (gene: ORF8b)
3714	ORF1ab protein (gene: ORF1ab)
3715	ORF8b (gene: orf8b)
3716	ORF4b (gene: orf4b)
3717	E protein (gene: E)
3718	N protein (gene: N)
3719	ORF3 (gene: orf3)
3720	ORF5 (gene: orf5)
3721	ORF1a (gene: orf1ab)
3722	S protein (gene: S)
3723	M protein (gene: M)
3724	ORF1ab (gene: orf1ab)
3725	ORF4a (gene: orf4a)
3726	2B
3727	3C
3728	3D
3729	VP3
3730	3A
3731	VP4
3732	2A
3733	3C
3734	VP2
3735	VP1
3736	3B
3737	VP4
3738	3B
3739	2B
3740	VP2
3741	3D
3742	2A
3743	3C
3744	3C
3745	VP3
3746	VP1
3747	3A
3748	VP3
3749	2B
3750	2A
3751	3C
3752	3C
3753	3B
3754	VP4
3755	3D
3756	VP2
3757	3A
3758	VP1
3759	VP4
3760	3C
3761	3D
3762	2B
3763	2C
3764	2A
3765	VP3
3766	3B
3767	3A
3768	VP2
3769	VP1
3770	VP3
3771	VP2
3772	VP4
3773	3A
3774	VP1
3775	3D
3776	2C
3777	3C
3778	2A
3779	3B
3780	2B
3781	vp4
3782	2a
3783	3b
3784	3a
3785	vp1
3786	vp2
3787	vp3
3788	3c
3789	2b
3790	2c
3791	3d
3792	3B protein
3793	2C protein
3794	2A protein
3795	VP1 protein
3796	VP2 protein
3797	3D protein
3798	3C protein
3799	VP4 protein
3800	3A protein
3801	2B protein
3802	VP3 protein
3803	3c
3804	3d
3805	2b
3806	2a
3807	vp3
3808	2c
3809	vp1
3810	3b
3811	vp2
3812	3a
3813	vp4
3814	3D
3815	2C
3816	2B
3817	3A
3818	VP2
3819	3C
3820	VP3
3821	2A
3822	VP4
3823	3B
3824	VP1
3825	VP2 protein
3826	VP4 protein
3827	2A protein
3828	3B protein
3829	VP3 protein
3830	3A protein
3831	2C protein
3832	3C protein
3833	2B protein
3834	3D protein
3835	VP1 protein
3836	vp3
3837	2a
3838	3a
3839	vp4
3840	vp2
3841	3b
3842	3c
3843	3d
3844	vp1
3845	2c
3846	2b
3847	2C protein
3848	3A protein
3849	3C protein
3850	2B protein
3851	VP3 protein
3852	3D protein
3853	3A protein
3854	2A protein
3855	VP2 protein
3856	VP4 protein
3857	VP1 protein
3858	VP3 protein
3859	VP4 protein
3860	3A protein
3861	2A protein
3862	2B protein
3863	3C protein
3864	3B protein
3865	VP1 protein
3866	2C protein
3867	3D protein
3868	VP2 protein
3869	polyprotein region 2 (gene: 1A)
3870	VPg, polyprotein region 9 (gene: 1A)
3871	proteinase, polyprotein region 10 (gene: 1A)
3872	helicase, polyprotein region 7 (gene: 1A)
3873	polyprotein region 11 (gene: 1A)
3874	proteinase, polyprotein region 6 (gene: 1A)
3875	VP3 capsid protein, polyprotein region 4 (gene: 1A)
3876	polyprotein region 8 (gene: 1A)
3877	excised_polyprotein 1002..1100 (gene: 1A)
3878	VP1 capsid protein, polyprotein region 5 (gene: 1A)
3879	VP2 capsid protein, polyprotein region 3 (gene: 1A)
3880	VP2
3881	VP1
3882	2C
3883	VPg
3884	polymerase
3885	2A
3886	3A
3887	VP3
3888	2B
3889	protease
3890	VP4
3891	polyprotein region 7
3892	polyprotein region 6
3893	polyprotein region 8
3894	polyprotein region 10
3895	polyprotein region 3
3896	polyprotein region 1
3897	polyprotein region 2
3898	polyprotein region 9
3899	polyprotein region 4
3900	polyprotein region 11
3901	polyprotein region 5
3902	1B(VP2)
3903	2C
3904	2A
3905	3D
3906	3A
3907	1A(VP4)
3908	1D(VP1)
3909	3C
3910	1C(VP3)
3911	2B
3912	3B
3913	polyprotein region 2
3914	polymerase, polyprotein region 11
3915	polyprotein region 9
3916	polyprotein
3917	polyprotein region 7
3918	polyprotein region 4
3919	polyprotein region 3
3920	polyprotein region 8
3921	polyprotein region 6
3922	polyprotein region 5
3923	protease, polyprotein region 10
3924	2C
3925	VP1
3926	2A
3927	2B
3928	VP4
3929	VP3
3930	3A
3931	VP2
3932	3C
3933	VPg
3934	3D
3935	VPg
3936	2C
3937	3C
3938	VP2
3939	2B
3940	VP4
3941	VP3
3942	3A
3943	VP1
3944	2A
3945	3D
3946	VPg
3947	3A
3948	2A
3949	2B
3950	2C
3951	VP2
3952	3C
3953	VP4
3954	VP1
3955	3D
3956	VP3
3957	VP4
3958	VP2
3959	3A
3960	2A
3961	VPg
3962	VP3
3963	2C
3964	2B
3965	3C
3966	VP1
3967	3D
3968	3A
3969	2C
3970	VP3
3971	VP2
3972	3C
3973	2B
3974	VP1
3975	2A
3976	3D
3977	VPg
3978	VP4
3979	3D
3980	VPg
3981	2A
3982	VP3
3983	3A
3984	2C
3985	3C
3986	VP2
3987	VP1
3988	VP4
3989	2B
3990	VPg
3991	2A
3992	VP2
3993	3A
3994	VP4
3995	VP3
3996	2C
3997	3D
3998	VP1
3999	2B
4000	3C
4001	2C
4002	VP1
4003	3C
4004	VPg
4005	3A
4006	VP4
4007	2B
4008	2A
4009	3D
4010	VP2
4011	VP3
4012	3D
4013	3A
4014	2A
4015	VP4
4016	3C
4017	VPg
4018	VP2
4019	VP1
4020	VP3
4021	2C
4022	2B
4023	3A
4024	3D
4025	2C
4026	VP1
4027	VPg
4028	2B
4029	2A
4030	VP3
4031	3C
4032	VP4
4033	VP2
4034	2A
4035	3C
4036	VP3
4037	VPg
4038	2C
4039	VP1
4040	2B
4041	VP2
4042	3A
4043	VP4
4044	3D
4045	3A
4046	2C
4047	VP2
4048	VP1
4049	3C
4050	2B
4051	VP4
4052	VP3
4053	2A
4054	3D
4055	VPg
4056	3D
4057	2A
4058	2C
4059	2B
4060	VP3
4061	VP1
4062	3A
4063	VPg
4064	VP4
4065	VP2
4066	3C
4067	VPg
4068	3A
4069	VP4
4070	2B
4071	VP2
4072	2A
4073	2C
4074	VP3
4075	VP1
4076	3C
4077	3D
4078	VP2
4079	3C
4080	VP4
4081	2C
4082	2B
4083	VP1
4084	VP3
4085	3D
4086	VPg
4087	3A
4088	2A
4089	VP2
4090	2C
4091	3A
4092	VP1
4093	VP4
4094	2A
4095	3C
4096	VPg
4097	VP3
4098	3D
4099	2B
4100	VPg
4101	2C
4102	2B
4103	VP4
4104	3C
4105	2A
4106	VP3
4107	VP2
4108	3A
4109	3D
4110	VP1
4111	2C
4112	VP1
4113	2A
4114	VP2
4115	3C
4116	2B
4117	3A
4118	VPg
4119	3D
4120	VP3
4121	VP4
4122	3D
4123	VP3
4124	2A
4125	VP1
4126	VP2
4127	VP4
4128	3C
4129	2B
4130	3A
4131	VPg
4132	2C
4133	2A
4134	VP1
4135	2C
4136	3D
4137	2B
4138	3C
4139	VPg
4140	VP2
4141	VP4
4142	3A
4143	VP3
4144	3C
4145	3D
4146	VP3
4147	2C
4148	2B
4149	2A
4150	VPg
4151	VP4
4152	VP1
4153	VP2
4154	3A
4155	3C
4156	1B (VP2)
4157	3D
4158	2B
4159	1A (VP4)
4160	2C
4161	3B (VPg)
4162	3A
4163	1C (VP3)
4164	2A
4165	1D (VP1)
4166	2B
4167	3A
4168	VP1
4169	VP4
4170	3C
4171	3B
4172	VP3
4173	2C
4174	3D
4175	2A
4176	VP2
4177	protein 2C
4178	VP3 (1C)
4179	VP1 (1D)
4180	3D
4181	VP2 (1B)
4182	protease 3C
4183	VP4 (1A)
4184	3B
4185	protein 3A
4186	protease 2A
4187	protien 2B
4188	VP3
4189	3C
4190	2C
4191	3A
4192	VP2
4193	VP1
4194	2A
4195	3B
4196	2B
4197	VP4
4198	3D
4199	VP4
4200	excised_polyprotein 1728..2189
4201	3C
4202	2A
4203	3A
4204	2C
4205	3B
4206	VP2
4207	VP1
4208	2B
4209	VP3
4210	3b vpg
4211	vp1
4212	2b
4213	3d
4214	2c
4215	vp2
4216	3c
4217	3a
4218	vp3
4219	vp4
4220	2a
4221	2A
4222	VP4
4223	VP3
4224	3A
4225	VP2
4226	2C
4227	VP1
4228	2B
4229	3D
4230	3B
4231	3C
4232	3D
4233	VP3
4234	3B
4235	2C
4236	3C
4237	2B
4238	VP4
4239	2A
4240	VP2
4241	3A
4242	VP1
4243	3A
4244	VP4
4245	2A
4246	VP3
4247	VP2
4248	2C
4249	2B
4250	VP1
4251	3D
4252	3B
4253	3C
4254	VP3
4255	2A
4256	VP2
4257	3B
4258	3D
4259	VP4
4260	3C
4261	2B
4262	3A
4263	VP1
4264	2C
4265	3D
4266	membrane-associated protein
4267	capsid protein VP4
4268	capsid protein VP3
4269	ATPase
4270	membrane-associated protein
4271	capsid protein VP2
4272	VPg
4273	chymotrypsin-like cysteine proteinase
4274	Picornain 3C
4275	capsid protein VP1
4276	VP4
4277	VP2
4278	VP5
4279	VP6(dBP)
4280	NS1
4281	RNA-dependent RNA polymerase
4282	VP6(Hel)
4283	NS3
4284	NS2
4285	VP3
4286	VP7
4287	p7 protein
4288	NS4A protein
4289	E2 protein
4290	NS2 protein
4291	NS5B RNA-dependent RNA polymerase
4292	NS4B protein
4293	E1 protein
4294	core protein
4295	NS3 protease/helicase
4296	protein F
4297	NS5A protein
4298	E1 protein
4299	NS3 protease/helicase
4300	NS5B RNA-dependent RNA polymerase
4301	NS4B protein
4302	NS4A protein
4303	NS5A protein
4304	p7 protein
4305	E2 protein
4306	NS2 protein
4307	core protein
4308	protein F
4309	NS5B RNA-dependent RNA polymerase
4310	p7 protein
4311	protein F
4312	NS5A protein
4313	NS3 protease/helicase
4314	NS4B protein
4315	NS4A protein
4316	core protein
4317	E1 protein
4318	NS2 protein
4319	E2 protein
4320	protein F
4321	E1 protein
4322	NS3 protease/helicase
4323	p7 protein
4324	NS2 protein
4325	NS5A protein
4326	NS5B RNA-dependent RNA polymerase
4327	NS4A protein
4328	core protein
4329	E2 protein
4330	NS4B protein
4331	p7 protein
4332	NS3 protease/helicase
4333	E1 protein
4334	NS5B RNA-dependent RNA polymerase
4335	protein F
4336	NS2 protein
4337	E2 protein
4338	NS5A protein
4339	NS4A protein
4340	NS4B protein
4341	core protein
4342	nonstructural protein NS4a
4343	nonstructural protein NS5
4344	nonstructural protein NS1
4345	membrane-associated glycoprotein precursor
4346	excised_polyprotein 97..116
4347	envelope membrane-associated glycoprotein
4348	nonstructural protein NS2b
4349	nonstructural protein NS2a
4350	nonstructural protein NS3
4351	capsid protein
4352	nonstructural protein NS4b
4353	putative E1 protein (gene: E1)
4354	major capsid protein L1 (gene: L1)
4355	transforming protein E6 (gene: E6)
4356	putative L1 protein (gene: L1)
4357	putative L2 protein (gene: L2)
4358	putative E2 protein (gene: E2)
4359	putative E6 protein (gene: E6)
4360	putative E4 protein (gene: E4)
4361	putative E7 protein (gene: E7)
4362	regulatory protein E2 (gene: E2)
4363	replication protein E1 (gene: E1)
4364	hypothetical protein (gene: ORF E2)
4365	hypothetical protein (gene: ORF E7)
4366	hypothetical protein (gene: ORF L2)
4367	hypothetical protein (gene: ORF E6)
4368	hypothetical protein (gene: ORF E4)
4369	hypothetical protein (gene: ORF E5)
4370	hypothetical protein (gene: ORF E1)
4371	hypothetical protein (gene: ORF Z)
4372	hypothetical protein (gene: ORF X)
4373	hypothetical protein (gene: ORF L1)
4374	hypothetical protein (gene: ORF Y)
4375	capsid protein VP4
4376	VPg polypeptide
4377	capsid protein VP1
4378	protease 3C
4379	capsid protein VP3
4380	P-3A polypeptide
4381	capsid protein VP2
4382	P2-C polypeptide
4383	P2-A polypeptide
4384	P2-B polypeptide
4385	RNA-directed RNA polymerase
4386	3D
4387	3C
4388	1C
4389	2B
4390	2A
4391	3B
4392	2C
4393	1A
4394	3A
4395	1B
4396	1D
4397	2C
4398	3D
4399	2A
4400	3C
4401	3B
4402	2B
4403	1B
4404	1C
4405	3A
4406	1A
4407	1D
4408	3D
4409	1C
4410	2B
4411	1A
4412	1D
4413	1B
4414	2C
4415	2A
4416	3B
4417	3A
4418	3C
4419	1A
4420	2A
4421	1D
4422	3C
4423	2C
4424	1C
4425	3D
4426	1B
4427	2B
4428	3B
4429	3A
4430	1B (VP2)
4431	3D (polymerase)
4432	1C (VP3)
4433	2B (P2-B)
4434	2A (P2-A)
4435	3B (VPg)
4436	3A (P3-A)
4437	2C (P2-C)
4438	1A (VP4)
4439	3C (P3-C)
4440	1D (VP1)
4441	2A
4442	1B
4443	3D
4444	3B
4445	2B
4446	1D
4447	1C
4448	2C
4449	1A
4450	3A
4451	3C
4452	2A
4453	3C
4454	1D
4455	1B
4456	3A
4457	3D
4458	2C
4459	1A
4460	2B
4461	3B
4462	1C
4463	2B
4464	3A
4465	1B
4466	1C
4467	1D
4468	3B
4469	2C
4470	2A
4471	3C
4472	3D
4473	1A
4474	1D
4475	2B
4476	2A
4477	1C
